aeropuerto,nacionalidad,residente,continentes,meses,cantidad,meses_numero,year,fecha,id_aeropuerto,id_continentes
Las americas,Austria,NO RESIDENTES,Europa,Enero,163,1,2018,2018-01-01,3,5
Las americas,Bélgica,NO RESIDENTES,Europa,Enero,365,1,2018,2018-01-01,3,5
Las americas,Bulgaria,NO RESIDENTES,Europa,Enero,44,1,2018,2018-01-01,3,5
Las americas,Dinamarca,NO RESIDENTES,Europa,Enero,76,1,2018,2018-01-01,3,5
Las americas,Escocia,NO RESIDENTES,Europa,Enero,0,1,2018,2018-01-01,3,5
Las americas,España,NO RESIDENTES,Europa,Enero,4614,1,2018,2018-01-01,3,5
Las americas,Finlandia,NO RESIDENTES,Europa,Enero,60,1,2018,2018-01-01,3,5
Las americas,Francia,NO RESIDENTES,Europa,Enero,4257,1,2018,2018-01-01,3,5
Las americas,Grecia,NO RESIDENTES,Europa,Enero,72,1,2018,2018-01-01,3,5
Las americas,Holanda,NO RESIDENTES,Europa,Enero,910,1,2018,2018-01-01,3,5
Las americas,Hungría,NO RESIDENTES,Europa,Enero,20,1,2018,2018-01-01,3,5
Las americas,Inglaterra,NO RESIDENTES,Europa,Enero,393,1,2018,2018-01-01,3,5
Las americas,Irlanda,NO RESIDENTES,Europa,Enero,20,1,2018,2018-01-01,3,5
Las americas,Italia,NO RESIDENTES,Europa,Enero,3710,1,2018,2018-01-01,3,5
Las americas,Luxemburgo,NO RESIDENTES,Europa,Enero,4,1,2018,2018-01-01,3,5
Las americas,Noruega,NO RESIDENTES,Europa,Enero,76,1,2018,2018-01-01,3,5
Las americas,Polonia,NO RESIDENTES,Europa,Enero,175,1,2018,2018-01-01,3,5
Las americas,Portugal,NO RESIDENTES,Europa,Enero,237,1,2018,2018-01-01,3,5
Las americas,República Checa,NO RESIDENTES,Europa,Enero,80,1,2018,2018-01-01,3,5
Las americas,Rumania,NO RESIDENTES,Europa,Enero,60,1,2018,2018-01-01,3,5
Las americas,Rusia,NO RESIDENTES,Europa,Enero,281,1,2018,2018-01-01,3,5
Las americas,Suecia,NO RESIDENTES,Europa,Enero,116,1,2018,2018-01-01,3,5
Las americas,Suiza,NO RESIDENTES,Europa,Enero,389,1,2018,2018-01-01,3,5
Las americas,Ucrania,NO RESIDENTES,Europa,Enero,128,1,2018,2018-01-01,3,5
Las americas,Otros,NO RESIDENTES,Europa,Enero,68,1,2018,2018-01-01,3,5
Las americas,Australia,NO RESIDENTES,Resto del mundo,Enero,100,1,2018,2018-01-01,3,6
Las americas,Otros,NO RESIDENTES,Resto del mundo,Enero,48,1,2018,2018-01-01,3,6
Puerto plata,Republica Dominicana,NO RESIDENTES,America central y el caribe,Enero,1724,1,2018,2018-01-01,4,1
Puerto plata,Canadá,NO RESIDENTES,America del norte,Enero,28434,1,2018,2018-01-01,4,2
Puerto plata,Estados Unidos,NO RESIDENTES,America del norte,Enero,11277,1,2018,2018-01-01,4,2
Puerto plata,México,NO RESIDENTES,America del norte,Enero,16,1,2018,2018-01-01,4,2
Puerto plata,Aruba,NO RESIDENTES,America central y el caribe,Enero,0,1,2018,2018-01-01,4,1
Puerto plata,"Caicos y Turcas, Islas",NO RESIDENTES,America central y el caribe,Enero,32,1,2018,2018-01-01,4,1
Puerto plata,Costa Rica,NO RESIDENTES,America central y el caribe,Enero,2,1,2018,2018-01-01,4,1
Puerto plata,Cuba,NO RESIDENTES,America central y el caribe,Enero,1,1,2018,2018-01-01,4,1
Puerto plata,Curazao,NO RESIDENTES,America central y el caribe,Enero,0,1,2018,2018-01-01,4,1
Puerto plata,El Salvador,NO RESIDENTES,America central y el caribe,Enero,12,1,2018,2018-01-01,4,1
Puerto plata,Guadalupe,NO RESIDENTES,America central y el caribe,Enero,0,1,2018,2018-01-01,4,1
Puerto plata,Guatemala,NO RESIDENTES,America central y el caribe,Enero,2,1,2018,2018-01-01,4,1
Puerto plata,Haití,NO RESIDENTES,America central y el caribe,Enero,17,1,2018,2018-01-01,4,1
Puerto plata,Honduras,NO RESIDENTES,America central y el caribe,Enero,8,1,2018,2018-01-01,4,1
Puerto plata,Jamaica,NO RESIDENTES,America central y el caribe,Enero,29,1,2018,2018-01-01,4,1
Puerto plata,Martinica,NO RESIDENTES,America central y el caribe,Enero,0,1,2018,2018-01-01,4,1
Puerto plata,Panamá,NO RESIDENTES,America central y el caribe,Enero,3,1,2018,2018-01-01,4,1
Puerto plata,Puerto  Rico,NO RESIDENTES,America central y el caribe,Enero,0,1,2018,2018-01-01,4,1
Puerto plata,San Martin,NO RESIDENTES,America central y el caribe,Enero,0,1,2018,2018-01-01,4,1
Puerto plata,Trinidad y Tobago,NO RESIDENTES,America central y el caribe,Enero,16,1,2018,2018-01-01,4,1
Puerto plata,"Virgenes Americanas, Islas",NO RESIDENTES,America central y el caribe,Enero,0,1,2018,2018-01-01,4,1
Puerto plata,Otros,NO RESIDENTES,America central y el caribe,Enero,20,1,2018,2018-01-01,4,1
Puerto plata,Argentina,NO RESIDENTES,America del sur,Enero,38,1,2018,2018-01-01,4,3
Puerto plata,Bolivia,NO RESIDENTES,America del sur,Enero,1,1,2018,2018-01-01,4,3
Puerto plata,Brasil,NO RESIDENTES,America del sur,Enero,15,1,2018,2018-01-01,4,3
Puerto plata,Chile,NO RESIDENTES,America del sur,Enero,16,1,2018,2018-01-01,4,3
Puerto plata,Colombia,NO RESIDENTES,America del sur,Enero,31,1,2018,2018-01-01,4,3
Puerto plata,Ecuador,NO RESIDENTES,America del sur,Enero,17,1,2018,2018-01-01,4,3
Puerto plata,Perú,NO RESIDENTES,America del sur,Enero,12,1,2018,2018-01-01,4,3
Puerto plata,Uruguay,NO RESIDENTES,America del sur,Enero,0,1,2018,2018-01-01,4,3
Puerto plata,Venezuela,NO RESIDENTES,America del sur,Enero,17,1,2018,2018-01-01,4,3
Puerto plata,Otros,NO RESIDENTES,America del sur,Enero,26,1,2018,2018-01-01,4,3
Puerto plata,China,NO RESIDENTES,Asia,Enero,42,1,2018,2018-01-01,4,4
Puerto plata,Corea del Sur,NO RESIDENTES,Asia,Enero,16,1,2018,2018-01-01,4,4
Puerto plata,India,NO RESIDENTES,Asia,Enero,46,1,2018,2018-01-01,4,4
Puerto plata,Israel,NO RESIDENTES,Asia,Enero,12,1,2018,2018-01-01,4,4
Puerto plata,Japón,NO RESIDENTES,Asia,Enero,8,1,2018,2018-01-01,4,4
Puerto plata,Taiwan,NO RESIDENTES,Asia,Enero,8,1,2018,2018-01-01,4,4
Puerto plata,Otros,NO RESIDENTES,Asia,Enero,136,1,2018,2018-01-01,4,4
Puerto plata,Alemania,NO RESIDENTES,Europa,Enero,3702,1,2018,2018-01-01,4,5
Puerto plata,Austria,NO RESIDENTES,Europa,Enero,165,1,2018,2018-01-01,4,5
Puerto plata,Bélgica,NO RESIDENTES,Europa,Enero,25,1,2018,2018-01-01,4,5
Puerto plata,Bulgaria,NO RESIDENTES,Europa,Enero,39,1,2018,2018-01-01,4,5
Puerto plata,Dinamarca,NO RESIDENTES,Europa,Enero,534,1,2018,2018-01-01,4,5
Puerto plata,Escocia,NO RESIDENTES,Europa,Enero,1,1,2018,2018-01-01,4,5
Puerto plata,España,NO RESIDENTES,Europa,Enero,33,1,2018,2018-01-01,4,5
Puerto plata,Finlandia,NO RESIDENTES,Europa,Enero,829,1,2018,2018-01-01,4,5
Puerto plata,Francia,NO RESIDENTES,Europa,Enero,1745,1,2018,2018-01-01,4,5
Puerto plata,Grecia,NO RESIDENTES,Europa,Enero,3,1,2018,2018-01-01,4,5
Puerto plata,Holanda,NO RESIDENTES,Europa,Enero,57,1,2018,2018-01-01,4,5
Puerto plata,Hungría,NO RESIDENTES,Europa,Enero,49,1,2018,2018-01-01,4,5
Puerto plata,Inglaterra,NO RESIDENTES,Europa,Enero,3215,1,2018,2018-01-01,4,5
Puerto plata,Irlanda,NO RESIDENTES,Europa,Enero,13,1,2018,2018-01-01,4,5
Puerto plata,Italia,NO RESIDENTES,Europa,Enero,240,1,2018,2018-01-01,4,5
Puerto plata,Luxemburgo,NO RESIDENTES,Europa,Enero,3,1,2018,2018-01-01,4,5
Puerto plata,Noruega,NO RESIDENTES,Europa,Enero,352,1,2018,2018-01-01,4,5
Puerto plata,Polonia,NO RESIDENTES,Europa,Enero,168,1,2018,2018-01-01,4,5
Puerto plata,Portugal,NO RESIDENTES,Europa,Enero,62,1,2018,2018-01-01,4,5
Puerto plata,República Checa,NO RESIDENTES,Europa,Enero,91,1,2018,2018-01-01,4,5
Puerto plata,Rumania,NO RESIDENTES,Europa,Enero,49,1,2018,2018-01-01,4,5
Puerto plata,Rusia,NO RESIDENTES,Europa,Enero,532,1,2018,2018-01-01,4,5
Puerto plata,Suecia,NO RESIDENTES,Europa,Enero,2590,1,2018,2018-01-01,4,5
Puerto plata,Suiza,NO RESIDENTES,Europa,Enero,188,1,2018,2018-01-01,4,5
Puerto plata,Ucrania,NO RESIDENTES,Europa,Enero,88,1,2018,2018-01-01,4,5
Puerto plata,Otros,NO RESIDENTES,Europa,Enero,126,1,2018,2018-01-01,4,5
Puerto plata,Australia,NO RESIDENTES,Resto del mundo,Enero,67,1,2018,2018-01-01,4,6
Puerto plata,Otros,NO RESIDENTES,Resto del mundo,Enero,39,1,2018,2018-01-01,4,6
Punta cana,Republica Dominicana,NO RESIDENTES,America central y el caribe,Enero,1946,1,2018,2018-01-01,5,1
Punta cana,Canadá,NO RESIDENTES,America del norte,Enero,84376,1,2018,2018-01-01,5,2
Punta cana,Estados Unidos,NO RESIDENTES,America del norte,Enero,110400,1,2018,2018-01-01,5,2
Punta cana,México,NO RESIDENTES,America del norte,Enero,755,1,2018,2018-01-01,5,2
Punta cana,Aruba,NO RESIDENTES,America central y el caribe,Enero,0,1,2018,2018-01-01,5,1
Punta cana,"Caicos y Turcas, Islas",NO RESIDENTES,America central y el caribe,Enero,0,1,2018,2018-01-01,5,1
Punta cana,Costa Rica,NO RESIDENTES,America central y el caribe,Enero,300,1,2018,2018-01-01,5,1
Punta cana,Cuba,NO RESIDENTES,America central y el caribe,Enero,160,1,2018,2018-01-01,5,1
Punta cana,Curazao,NO RESIDENTES,America central y el caribe,Enero,0,1,2018,2018-01-01,5,1
Punta cana,El Salvador,NO RESIDENTES,America central y el caribe,Enero,60,1,2018,2018-01-01,5,1
Punta cana,Guadalupe,NO RESIDENTES,America central y el caribe,Enero,0,1,2018,2018-01-01,5,1
Punta cana,Guatemala,NO RESIDENTES,America central y el caribe,Enero,72,1,2018,2018-01-01,5,1
Punta cana,Haití,NO RESIDENTES,America central y el caribe,Enero,80,1,2018,2018-01-01,5,1
Punta cana,Honduras,NO RESIDENTES,America central y el caribe,Enero,168,1,2018,2018-01-01,5,1
Punta cana,Jamaica,NO RESIDENTES,America central y el caribe,Enero,72,1,2018,2018-01-01,5,1
Punta cana,Martinica,NO RESIDENTES,America central y el caribe,Enero,0,1,2018,2018-01-01,5,1
Punta cana,Panamá,NO RESIDENTES,America central y el caribe,Enero,336,1,2018,2018-01-01,5,1
Punta cana,Puerto  Rico,NO RESIDENTES,America central y el caribe,Enero,1172,1,2018,2018-01-01,5,1
Punta cana,San Martin,NO RESIDENTES,America central y el caribe,Enero,0,1,2018,2018-01-01,5,1
Punta cana,Trinidad y Tobago,NO RESIDENTES,America central y el caribe,Enero,36,1,2018,2018-01-01,5,1
Punta cana,"Virgenes Americanas, Islas",NO RESIDENTES,America central y el caribe,Enero,0,1,2018,2018-01-01,5,1
Punta cana,Otros,NO RESIDENTES,America central y el caribe,Enero,64,1,2018,2018-01-01,5,1
Punta cana,Argentina,NO RESIDENTES,America del sur,Enero,20086,1,2018,2018-01-01,5,3
Punta cana,Bolivia,NO RESIDENTES,America del sur,Enero,365,1,2018,2018-01-01,5,3
Punta cana,Brasil,NO RESIDENTES,America del sur,Enero,10650,1,2018,2018-01-01,5,3
Punta cana,Chile,NO RESIDENTES,America del sur,Enero,7471,1,2018,2018-01-01,5,3
Punta cana,Colombia,NO RESIDENTES,America del sur,Enero,5717,1,2018,2018-01-01,5,3
Punta cana,Ecuador,NO RESIDENTES,America del sur,Enero,289,1,2018,2018-01-01,5,3
Punta cana,Perú,NO RESIDENTES,America del sur,Enero,2382,1,2018,2018-01-01,5,3
Punta cana,Uruguay,NO RESIDENTES,America del sur,Enero,1336,1,2018,2018-01-01,5,3
Punta cana,Venezuela,NO RESIDENTES,America del sur,Enero,738,1,2018,2018-01-01,5,3
Punta cana,Otros,NO RESIDENTES,America del sur,Enero,775,1,2018,2018-01-01,5,3
Punta cana,China,NO RESIDENTES,Asia,Enero,120,1,2018,2018-01-01,5,4
Punta cana,Corea del Sur,NO RESIDENTES,Asia,Enero,84,1,2018,2018-01-01,5,4
Punta cana,India,NO RESIDENTES,Asia,Enero,136,1,2018,2018-01-01,5,4
Punta cana,Israel,NO RESIDENTES,Asia,Enero,160,1,2018,2018-01-01,5,4
Punta cana,Japón,NO RESIDENTES,Asia,Enero,56,1,2018,2018-01-01,5,4
Punta cana,Taiwan,NO RESIDENTES,Asia,Enero,8,1,2018,2018-01-01,5,4
Punta cana,Otros,NO RESIDENTES,Asia,Enero,440,1,2018,2018-01-01,5,4
Punta cana,Alemania,NO RESIDENTES,Europa,Enero,14450,1,2018,2018-01-01,5,5
Punta cana,Austria,NO RESIDENTES,Europa,Enero,1409,1,2018,2018-01-01,5,5
Punta cana,Bélgica,NO RESIDENTES,Europa,Enero,3216,1,2018,2018-01-01,5,5
Punta cana,Bulgaria,NO RESIDENTES,Europa,Enero,320,1,2018,2018-01-01,5,5
Punta cana,Dinamarca,NO RESIDENTES,Europa,Enero,417,1,2018,2018-01-01,5,5
Punta cana,Escocia,NO RESIDENTES,Europa,Enero,0,1,2018,2018-01-01,5,5
Punta cana,España,NO RESIDENTES,Europa,Enero,6122,1,2018,2018-01-01,5,5
Punta cana,Finlandia,NO RESIDENTES,Europa,Enero,72,1,2018,2018-01-01,5,5
Punta cana,Francia,NO RESIDENTES,Europa,Enero,20219,1,2018,2018-01-01,5,5
Punta cana,Grecia,NO RESIDENTES,Europa,Enero,60,1,2018,2018-01-01,5,5
Punta cana,Holanda,NO RESIDENTES,Europa,Enero,2424,1,2018,2018-01-01,5,5
Punta cana,Hungría,NO RESIDENTES,Europa,Enero,855,1,2018,2018-01-01,5,5
Punta cana,Inglaterra,NO RESIDENTES,Europa,Enero,7179,1,2018,2018-01-01,5,5
Punta cana,Irlanda,NO RESIDENTES,Europa,Enero,28,1,2018,2018-01-01,5,5
Punta cana,Italia,NO RESIDENTES,Europa,Enero,1606,1,2018,2018-01-01,5,5
Punta cana,Luxemburgo,NO RESIDENTES,Europa,Enero,80,1,2018,2018-01-01,5,5
Punta cana,Noruega,NO RESIDENTES,Europa,Enero,36,1,2018,2018-01-01,5,5
Punta cana,Polonia,NO RESIDENTES,Europa,Enero,5400,1,2018,2018-01-01,5,5
Punta cana,Portugal,NO RESIDENTES,Europa,Enero,2070,1,2018,2018-01-01,5,5
Punta cana,República Checa,NO RESIDENTES,Europa,Enero,787,1,2018,2018-01-01,5,5
Punta cana,Rumania,NO RESIDENTES,Europa,Enero,671,1,2018,2018-01-01,5,5
Punta cana,Rusia,NO RESIDENTES,Europa,Enero,20438,1,2018,2018-01-01,5,5
Punta cana,Suecia,NO RESIDENTES,Europa,Enero,1040,1,2018,2018-01-01,5,5
Punta cana,Suiza,NO RESIDENTES,Europa,Enero,2614,1,2018,2018-01-01,5,5
Punta cana,Ucrania,NO RESIDENTES,Europa,Enero,2316,1,2018,2018-01-01,5,5
Punta cana,Otros,NO RESIDENTES,Europa,Enero,728,1,2018,2018-01-01,5,5
Punta cana,Australia,NO RESIDENTES,Resto del mundo,Enero,32,1,2018,2018-01-01,5,6
Punta cana,Otros,NO RESIDENTES,Resto del mundo,Enero,24,1,2018,2018-01-01,5,6
La romana,Republica Dominicana,NO RESIDENTES,America central y el caribe,Enero,468,1,2018,2018-01-01,2,1
La romana,Canadá,NO RESIDENTES,America del norte,Enero,4732,1,2018,2018-01-01,2,2
La romana,Estados Unidos,NO RESIDENTES,America del norte,Enero,1096,1,2018,2018-01-01,2,2
La romana,México,NO RESIDENTES,America del norte,Enero,8,1,2018,2018-01-01,2,2
La romana,Aruba,NO RESIDENTES,America central y el caribe,Enero,0,1,2018,2018-01-01,2,1
La romana,"Caicos y Turcas, Islas",NO RESIDENTES,America central y el caribe,Enero,0,1,2018,2018-01-01,2,1
La romana,Costa Rica,NO RESIDENTES,America central y el caribe,Enero,0,1,2018,2018-01-01,2,1
La romana,Cuba,NO RESIDENTES,America central y el caribe,Enero,0,1,2018,2018-01-01,2,1
La romana,Curazao,NO RESIDENTES,America central y el caribe,Enero,0,1,2018,2018-01-01,2,1
La romana,El Salvador,NO RESIDENTES,America central y el caribe,Enero,0,1,2018,2018-01-01,2,1
La romana,Guadalupe,NO RESIDENTES,America central y el caribe,Enero,0,1,2018,2018-01-01,2,1
La romana,Guatemala,NO RESIDENTES,America central y el caribe,Enero,0,1,2018,2018-01-01,2,1
La romana,Haití,NO RESIDENTES,America central y el caribe,Enero,1,1,2018,2018-01-01,2,1
La romana,Honduras,NO RESIDENTES,America central y el caribe,Enero,0,1,2018,2018-01-01,2,1
La romana,Jamaica,NO RESIDENTES,America central y el caribe,Enero,1,1,2018,2018-01-01,2,1
La romana,Martinica,NO RESIDENTES,America central y el caribe,Enero,0,1,2018,2018-01-01,2,1
La romana,Panamá,NO RESIDENTES,America central y el caribe,Enero,1,1,2018,2018-01-01,2,1
La romana,Puerto  Rico,NO RESIDENTES,America central y el caribe,Enero,29,1,2018,2018-01-01,2,1
La romana,San Martin,NO RESIDENTES,America central y el caribe,Enero,0,1,2018,2018-01-01,2,1
La romana,Trinidad y Tobago,NO RESIDENTES,America central y el caribe,Enero,0,1,2018,2018-01-01,2,1
La romana,"Virgenes Americanas, Islas",NO RESIDENTES,America central y el caribe,Enero,0,1,2018,2018-01-01,2,1
La romana,Otros,NO RESIDENTES,America central y el caribe,Enero,1,1,2018,2018-01-01,2,1
La romana,Argentina,NO RESIDENTES,America del sur,Enero,14,1,2018,2018-01-01,2,3
La romana,Bolivia,NO RESIDENTES,America del sur,Enero,452,1,2018,2018-01-01,2,3
La romana,Brasil,NO RESIDENTES,America del sur,Enero,1,1,2018,2018-01-01,2,3
La romana,Chile,NO RESIDENTES,America del sur,Enero,1,1,2018,2018-01-01,2,3
La romana,Colombia,NO RESIDENTES,America del sur,Enero,16,1,2018,2018-01-01,2,3
La romana,Ecuador,NO RESIDENTES,America del sur,Enero,6,1,2018,2018-01-01,2,3
La romana,Perú,NO RESIDENTES,America del sur,Enero,0,1,2018,2018-01-01,2,3
La romana,Uruguay,NO RESIDENTES,America del sur,Enero,0,1,2018,2018-01-01,2,3
La romana,Venezuela,NO RESIDENTES,America del sur,Enero,117,1,2018,2018-01-01,2,3
La romana,Otros,NO RESIDENTES,America del sur,Enero,0,1,2018,2018-01-01,2,3
La romana,China,NO RESIDENTES,Asia,Enero,1,1,2018,2018-01-01,2,4
La romana,Corea del Sur,NO RESIDENTES,Asia,Enero,0,1,2018,2018-01-01,2,4
La romana,India,NO RESIDENTES,Asia,Enero,1,1,2018,2018-01-01,2,4
La romana,Israel,NO RESIDENTES,Asia,Enero,1,1,2018,2018-01-01,2,4
La romana,Japón,NO RESIDENTES,Asia,Enero,0,1,2018,2018-01-01,2,4
La romana,Taiwan,NO RESIDENTES,Asia,Enero,0,1,2018,2018-01-01,2,4
La romana,Otros,NO RESIDENTES,Asia,Enero,9,1,2018,2018-01-01,2,4
La romana,Alemania,NO RESIDENTES,Europa,Enero,33,1,2018,2018-01-01,2,5
La romana,Austria,NO RESIDENTES,Europa,Enero,0,1,2018,2018-01-01,2,5
La romana,Bélgica,NO RESIDENTES,Europa,Enero,0,1,2018,2018-01-01,2,5
La romana,Bulgaria,NO RESIDENTES,Europa,Enero,0,1,2018,2018-01-01,2,5
La romana,Dinamarca,NO RESIDENTES,Europa,Enero,0,1,2018,2018-01-01,2,5
La romana,Escocia,NO RESIDENTES,Europa,Enero,0,1,2018,2018-01-01,2,5
La romana,España,NO RESIDENTES,Europa,Enero,15,1,2018,2018-01-01,2,5
La romana,Finlandia,NO RESIDENTES,Europa,Enero,0,1,2018,2018-01-01,2,5
La romana,Francia,NO RESIDENTES,Europa,Enero,10,1,2018,2018-01-01,2,5
La romana,Grecia,NO RESIDENTES,Europa,Enero,3,1,2018,2018-01-01,2,5
La romana,Holanda,NO RESIDENTES,Europa,Enero,1,1,2018,2018-01-01,2,5
La romana,Hungría,NO RESIDENTES,Europa,Enero,1,1,2018,2018-01-01,2,5
La romana,Inglaterra,NO RESIDENTES,Europa,Enero,643,1,2018,2018-01-01,2,5
La romana,Irlanda,NO RESIDENTES,Europa,Enero,2,1,2018,2018-01-01,2,5
La romana,Italia,NO RESIDENTES,Europa,Enero,4555,1,2018,2018-01-01,2,5
La romana,Luxemburgo,NO RESIDENTES,Europa,Enero,0,1,2018,2018-01-01,2,5
La romana,Noruega,NO RESIDENTES,Europa,Enero,0,1,2018,2018-01-01,2,5
La romana,Polonia,NO RESIDENTES,Europa,Enero,17,1,2018,2018-01-01,2,5
La romana,Portugal,NO RESIDENTES,Europa,Enero,4,1,2018,2018-01-01,2,5
La romana,República Checa,NO RESIDENTES,Europa,Enero,5,1,2018,2018-01-01,2,5
La romana,Rumania,NO RESIDENTES,Europa,Enero,8,1,2018,2018-01-01,2,5
La romana,Rusia,NO RESIDENTES,Europa,Enero,57,1,2018,2018-01-01,2,5
La romana,Suecia,NO RESIDENTES,Europa,Enero,1,1,2018,2018-01-01,2,5
La romana,Suiza,NO RESIDENTES,Europa,Enero,22,1,2018,2018-01-01,2,5
La romana,Ucrania,NO RESIDENTES,Europa,Enero,473,1,2018,2018-01-01,2,5
La romana,Otros,NO RESIDENTES,Europa,Enero,12,1,2018,2018-01-01,2,5
La romana,Australia,NO RESIDENTES,Resto del mundo,Enero,1,1,2018,2018-01-01,2,6
La romana,Otros,NO RESIDENTES,Resto del mundo,Enero,2,1,2018,2018-01-01,2,6
Cibao,Republica Dominicana,NO RESIDENTES,America central y el caribe,Enero,28878,1,2018,2018-01-01,1,1
Cibao,Canadá,NO RESIDENTES,America del norte,Enero,56,1,2018,2018-01-01,1,2
Cibao,Estados Unidos,NO RESIDENTES,America del norte,Enero,9186,1,2018,2018-01-01,1,2
Cibao,México,NO RESIDENTES,America del norte,Enero,130,1,2018,2018-01-01,1,2
Cibao,Aruba,NO RESIDENTES,America central y el caribe,Enero,3,1,2018,2018-01-01,1,1
Cibao,"Caicos y Turcas, Islas",NO RESIDENTES,America central y el caribe,Enero,34,1,2018,2018-01-01,1,1
Cibao,Costa Rica,NO RESIDENTES,America central y el caribe,Enero,108,1,2018,2018-01-01,1,1
Cibao,Cuba,NO RESIDENTES,America central y el caribe,Enero,146,1,2018,2018-01-01,1,1
Cibao,Curazao,NO RESIDENTES,America central y el caribe,Enero,3,1,2018,2018-01-01,1,1
Cibao,El Salvador,NO RESIDENTES,America central y el caribe,Enero,73,1,2018,2018-01-01,1,1
Cibao,Guadalupe,NO RESIDENTES,America central y el caribe,Enero,0,1,2018,2018-01-01,1,1
Cibao,Guatemala,NO RESIDENTES,America central y el caribe,Enero,50,1,2018,2018-01-01,1,1
Cibao,Haití,NO RESIDENTES,America central y el caribe,Enero,228,1,2018,2018-01-01,1,1
Cibao,Honduras,NO RESIDENTES,America central y el caribe,Enero,32,1,2018,2018-01-01,1,1
Cibao,Jamaica,NO RESIDENTES,America central y el caribe,Enero,36,1,2018,2018-01-01,1,1
Cibao,Martinica,NO RESIDENTES,America central y el caribe,Enero,0,1,2018,2018-01-01,1,1
